Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2Q,5S2Q,1.28,,Severe acute respiratory syndrome coronavirus 2,rep,5S2Q,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2P,5S2P,1.033,,Severe acute respiratory syndrome coronavirus 2,rep,5S2P,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2O,5S2O,1.091,,Severe acute respiratory syndrome coronavirus 2,rep,5S2O,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2N,5S2N,1.133,,Severe acute respiratory syndrome coronavirus 2,rep,5S2N,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2M,5S2M,1.136,,Severe acute respiratory syndrome coronavirus 2,rep,5S2M,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2L,5S2L,1.085,,Severe acute respiratory syndrome coronavirus 2,rep,5S2L,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2K,5S2K,1.097,,Severe acute respiratory syndrome coronavirus 2,rep,5S2K,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2J,5S2J,1.111,,Severe acute respiratory syndrome coronavirus 2,rep,5S2J,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2I,5S2I,1.085,,Severe acute respiratory syndrome coronavirus 2,rep,5S2I,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2H,5S2H,1.068,,Severe acute respiratory syndrome coronavirus 2,rep,5S2H,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2G,5S2G,1.19,,Severe acute respiratory syndrome coronavirus 2,rep,5S2G,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2F,5S2F,1.186,,Severe acute respiratory syndrome coronavirus 2,rep,5S2F,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2E,5S2E,1.116,,Severe acute respiratory syndrome coronavirus 2,rep,5S2E,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S2D,5S2D,1.06,,Severe acute respiratory syndrome coronavirus 2,rep,5S2D,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2RNK,2RNK,,,Severe acute respiratory syndrome-related coronavirus,rep,2RNK,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2PWX,2PWX,2.5,,SARS coronavirus BJ01,rep,2PWX,P0C6X7,UniProt
2K7X,2K7X,,,SARS coronavirus Sino1-11,,2K7X,P0C6X7,UniProt
2JZF,2JZF,,,Severe acute respiratory syndrome-related coronavirus,rep,2JZF,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2JZE,2JZE,,,Severe acute respiratory syndrome-related coronavirus,rep,2JZE,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2JZD,2JZD,,,Severe acute respiratory syndrome-related coronavirus,rep,2JZD,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2C3S,2C3S,1.9,,Severe acute respiratory syndrome-related coronavirus,rep,2C3S,P0C6X7,UniProt
,,,,,1a-1b,,,
5UTV,5UTV,,,Rousettus bat coronavirus HKU9,rep,5UTV,P0C6W5,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6XCH,6XCH,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,6XCH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Streptomyces exfoliatus,,6XCH,,
7LYI,7LYI,1.9,,Severe acute respiratory syndrome coronavirus 2,rep,7LYI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LYH,7LYH,1.9,,Severe acute respiratory syndrome coronavirus 2,rep,7LYH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WTT,6WTT,2.15,,Severe acute respiratory syndrome coronavirus 2,rep,6WTT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7V8B,7V8B,3.2,,Severe acute respiratory syndrome coronavirus 2,S,7V8B,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V8B,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V8A,7V8A,2.7,,Homo sapiens,ACE2,7V8A,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7V8A,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V89,7V89,2.8,,Severe acute respiratory syndrome coronavirus 2,S,7V89,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V89,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V88,7V88,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V88,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V88,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V87,7V87,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V87,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V87,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V86,7V86,2.8,,Homo sapiens,ACE2,7V86,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7V86,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7V85,7V85,3.3,,Severe acute respiratory syndrome coronavirus 2,S,7V85,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V85,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V84,7V84,3,,Severe acute respiratory syndrome coronavirus 2,S,7V84,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V84,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V83,7V83,2.8,,Severe acute respiratory syndrome coronavirus 2,S,7V83,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V83,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V82,7V82,2.8,,Severe acute respiratory syndrome coronavirus 2,S,7V82,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V82,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V81,7V81,3.2,,Severe acute respiratory syndrome coronavirus 2,S,7V81,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V81,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7V80,7V80,3.9,,Severe acute respiratory syndrome coronavirus 2,S,7V80,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V80,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,gfp,,,
7V7Z,7V7Z,3.1,,Severe acute respiratory syndrome coronavirus 2,S,7V7Z,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,ACE2,7V7Z,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,Homo sapiens,ACE2,,,
7AEH,7AEH,1.3,,Severe acute respiratory syndrome coronavirus 2,orf1ab,7AEH,A0A6B9VNL0,UniProt
,,,,,orf1ab,,,
7ORA,7ORA,2.6,,Homo sapiens,,7ORA,,
,,,,Homo sapiens,,7ORA,,
,,,,Homo sapiens,,7ORA,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7ORA,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7ORA,,
7OR9,7OR9,2.34,,Severe acute respiratory syndrome coronavirus 2,S,7OR9,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7OR9,,
,,,,Homo sapiens,,7OR9,,
,,,,Homo sapiens,,7OR9,,
,,,,Homo sapiens,,7OR9,,
7NEV,7NEV,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,7NEV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Streptomyces roseus,,7NEV,,
7BEP,7BEP,2.61,,Homo sapiens,,7BEP,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7BEP,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEP,,
,,,,Homo sapiens,,7BEP,,
,,,,Homo sapiens,,7BEP,,
7BEO,7BEO,3.19,,Severe acute respiratory syndrome coronavirus 2,S,7BEO,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEO,,
,,,,Homo sapiens,,7BEO,,
,,,,Homo sapiens,,7BEO,,
,,,,Homo sapiens,,7BEO,,
7BEN,7BEN,2.5,,Severe acute respiratory syndrome coronavirus 2,S,7BEN,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEN,,
,,,,Homo sapiens,,7BEN,,
,,,,Homo sapiens,,7BEN,,
,,,,Homo sapiens,,7BEN,,
7BEM,7BEM,2.52,,Homo sapiens,,7BEM,,
,,,,Homo sapiens,,7BEM,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7BEM,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
7BEL,7BEL,2.53,,Severe acute respiratory syndrome coronavirus 2,S,7BEL,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEL,,
,,,,Homo sapiens,,7BEL,,
,,,,Homo sapiens,,7BEL,,
,,,,Homo sapiens,,7BEL,,
7BEK,7BEK,2.04,,Homo sapiens,,7BEK,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7BEK,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEK,,
7BEJ,7BEJ,2.42,,Homo sapiens,,7BEJ,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7BEJ,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEJ,,
7BEH,7BEH,2.3,,Homo sapiens,,7BEH,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7BEH,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7BEH,,
2L6I,2L6I,,,,,2L6I,,
7NX8,7NX8,1.95,,Homo sapiens,,7NX8,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7NX8,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7NX8,,
,,,,Homo sapiens,,7NX8,,
,,,,Homo sapiens,,7NX8,,
7NX7,7NX7,2.3,,Homo sapiens,,7NX7,,
,,,,Homo sapiens,,7NX7,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7NX7,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Homo sapiens,,7NX7,,
,,,,Homo sapiens,,7NX7,,
7VH8,7VH8,1.59,,Severe acute respiratory syndrome coronavirus 2,,7VH8,P0DTC1,UniProt
7SGW,7SGW,1.95,,Severe acute respiratory syndrome coronavirus 2,,7SGW,P0DTC1,UniProt
7SGV,7SGV,2,,Severe acute respiratory syndrome coronavirus 2,,7SGV,P0DTC1,UniProt
7SGU,7SGU,1.79,,Severe acute respiratory syndrome coronavirus 2,,7SGU,P0DTC1,UniProt
7RZC,7RZC,2.04,,Severe acute respiratory syndrome coronavirus 2,,7RZC,P0DTC1,UniProt
7D6H,7D6H,1.6,,Severe acute respiratory syndrome coronavirus 2,,7D6H,P0DTC1,UniProt
7D64,7D64,2.450115995,,Severe acute respiratory syndrome coronavirus 2,,7D64,P0DTC1,UniProt
6XHO,6XHO,1.446,,Severe acute respiratory syndrome-related coronavirus,1a,6XHO,P0C6U8,UniProt
,,,,,1a,,,
6XHN,6XHN,1.377,,Severe acute respiratory syndrome-related coronavirus,1a,6XHN,P0C6U8,UniProt
,,,,,1a,,,
6XHL,6XHL,1.471,,Severe acute respiratory syndrome-related coronavirus,1a,6XHL,P0C6U8,UniProt
,,,,,1a,,,
6CS2,6CS2,4.4,,Severe acute respiratory syndrome-related coronavirus,S,6CS2,P59594,UniProt
,,,,,2,,P10104,UniProt
,,,,Escherichia virus T4,wac,,,
,,,,,T4Tp161,,,
,,,,Homo sapiens,ACE2,6CS2,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
2GA6,2GA6,2.7,,Severe acute respiratory syndrome-related coronavirus,1a,2GA6,P0C6U8,UniProt
2G9T,2G9T,2.1,,Severe acute respiratory syndrome-related coronavirus,1a,2G9T,P0C6U8,UniProt
7K8P,7K8P,1.8,,Homo sapiens,,7K8P,,
,,,,Homo sapiens,,7K8P,,
7N7U,7N7U,2.06,,Severe acute respiratory syndrome coronavirus 2,rep,7N7U,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7MNG,7MNG,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,7MNG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M91,7M91,1.95,,Severe acute respiratory syndrome coronavirus 2,rep,7M91,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M90,7M90,2.19,,Severe acute respiratory syndrome coronavirus 2,rep,7M90,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8Z,7M8Z,1.79,,Severe acute respiratory syndrome coronavirus 2,rep,7M8Z,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8Y,7M8Y,1.75,,Severe acute respiratory syndrome coronavirus 2,rep,7M8Y,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8X,7M8X,1.74,,Severe acute respiratory syndrome coronavirus 2,rep,7M8X,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8P,7M8P,2.23,,Severe acute respiratory syndrome coronavirus 2,rep,7M8P,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8O,7M8O,2.44,,Severe acute respiratory syndrome coronavirus 2,rep,7M8O,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8N,7M8N,1.96,,Severe acute respiratory syndrome coronavirus 2,rep,7M8N,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M8M,7M8M,1.78,,Severe acute respiratory syndrome coronavirus 2,rep,7M8M,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M04,7M04,1.75,,Severe acute respiratory syndrome coronavirus 2,rep,7M04,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M03,7M03,2,,Severe acute respiratory syndrome coronavirus 2,rep,7M03,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M02,7M02,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7M02,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M01,7M01,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,7M01,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M00,7M00,2,,Severe acute respiratory syndrome coronavirus 2,rep,7M00,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZZ,7LZZ,2,,Severe acute respiratory syndrome coronavirus 2,rep,7LZZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZY,7LZY,1.85,,Severe acute respiratory syndrome coronavirus 2,rep,7LZY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZX,7LZX,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,7LZX,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZW,7LZW,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7LZW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZV,7LZV,1.6,,Severe acute respiratory syndrome coronavirus 2,rep,7LZV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZU,7LZU,1.6,,Severe acute respiratory syndrome coronavirus 2,rep,7LZU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LZT,7LZT,1.55,,Severe acute respiratory syndrome coronavirus 2,rep,7LZT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KXB,7KXB,1.55,,Severe acute respiratory syndrome coronavirus 2,rep,7KXB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KEH,7KEH,2.59,,Severe acute respiratory syndrome coronavirus 2,rep,7KEH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KEG,7KEG,2.9,,Severe acute respiratory syndrome coronavirus 2,rep,7KEG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7D1O,7D1O,1.78,,Severe acute respiratory syndrome coronavirus 2,rep,7D1O,P0DTD1,UniProt
,,,,,1a-1b,,,
7CWC,7CWC,2.1,,Severe acute respiratory syndrome coronavirus 2,rep,7CWC,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CWB,7CWB,1.9,,Severe acute respiratory syndrome coronavirus 2,rep,7CWB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BQ7,7BQ7,2.37,,Severe acute respiratory syndrome coronavirus 2,rep,7BQ7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7BQ7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6Z2E,6Z2E,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,6Z2E,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6Y7M,6Y7M,1.9,,Severe acute respiratory syndrome-related coronavirus,1a,6Y7M,P0C6U8,UniProt
,,,,,1a,,,
6WEN,6WEN,1.35,,Severe acute respiratory syndrome coronavirus 2,rep,6WEN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WCF,6WCF,1.065,,Severe acute respiratory syndrome coronavirus 2,rep,6WCF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6W63,6W63,2.1,,Severe acute respiratory syndrome coronavirus 2,rep,6W63,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6W2A,6W2A,1.65,,Severe acute respiratory syndrome-related coronavirus,1a,6W2A,P0C6U8,UniProt
,,,,,1a,,,
6W02,6W02,1.5,,Severe acute respiratory syndrome coronavirus 2,rep,6W02,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6VXS,6VXS,2.03,,Severe acute respiratory syndrome coronavirus 2,rep,6VXS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RHA,5RHA,1.51,,Severe acute respiratory syndrome coronavirus 2,rep,5RHA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH9,5RH9,1.91,,Severe acute respiratory syndrome coronavirus 2,rep,5RH9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH8,5RH8,1.81,,Severe acute respiratory syndrome coronavirus 2,rep,5RH8,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH7,5RH7,1.71,,Severe acute respiratory syndrome coronavirus 2,rep,5RH7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH6,5RH6,1.6,,Severe acute respiratory syndrome coronavirus 2,rep,5RH6,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH5,5RH5,1.72,,Severe acute respiratory syndrome coronavirus 2,rep,5RH5,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH4,5RH4,1.34,,Severe acute respiratory syndrome coronavirus 2,rep,5RH4,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH3,5RH3,1.69,,Severe acute respiratory syndrome coronavirus 2,rep,5RH3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH2,5RH2,1.827,,Severe acute respiratory syndrome coronavirus 2,rep,5RH2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH1,5RH1,1.96,,Severe acute respiratory syndrome coronavirus 2,rep,5RH1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RH0,5RH0,1.916,,Severe acute respiratory syndrome coronavirus 2,rep,5RH0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGZ,5RGZ,1.52,,Severe acute respiratory syndrome coronavirus 2,rep,5RGZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGY,5RGY,1.976,,Severe acute respiratory syndrome coronavirus 2,rep,5RGY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGX,5RGX,1.69,,Severe acute respiratory syndrome coronavirus 2,rep,5RGX,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGW,5RGW,1.43,,Severe acute respiratory syndrome coronavirus 2,rep,5RGW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGV,5RGV,1.82,,Severe acute respiratory syndrome coronavirus 2,rep,5RGV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGU,5RGU,2.108,,Severe acute respiratory syndrome coronavirus 2,rep,5RGU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RGT,5RGT,2.22,,Severe acute respiratory syndrome coronavirus 2,rep,5RGT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5R8T,5R8T,1.27,,Severe acute respiratory syndrome coronavirus 2,rep,5R8T,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2HSX,2HSX,,,Severe acute respiratory syndrome-related coronavirus,rep,2HSX,P0C6X7,UniProt
,,,,,1a-1b,,,
7L6T,7L6T,1.78,,Severe acute respiratory syndrome coronavirus 2,rep,7L6T,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7L6T,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7L6T,,
7KHP,7KHP,1.95,,Severe acute respiratory syndrome coronavirus 2,rep,7KHP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JP1,7JP1,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7JP1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JOY,7JOY,2,,Severe acute respiratory syndrome coronavirus 2,rep,7JOY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7DTE,7DTE,3,,Severe acute respiratory syndrome coronavirus 2,rep,7DTE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7DTE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7DTE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Foot-and-mouth disease virus,,7DTE,,
,,,,Foot-and-mouth disease virus,,7DTE,,
6W79,6W79,1.46,,Severe acute respiratory syndrome coronavirus 2,,6W79,P0C6X7,UniProt
2VJ1,2VJ1,2.25,,Severe acute respiratory syndrome-related coronavirus,rep,2VJ1,P0C6X7,UniProt
,,,,,1a-1b,,,
2OP9,2OP9,1.8,,Severe acute respiratory syndrome-related coronavirus,3Clpro,2OP9,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
2BX3,2BX3,2,,SARS coronavirus Sin2774,,2BX3,P0C6X7,UniProt
1QZ8,1QZ8,2.7,,Severe acute respiratory syndrome-related coronavirus,NSP9,1QZ8,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
